# Pathway,2827_Abundance,2828_Abundance,2830_Abundance,2831_Abundance,2832_Abundance,2833_Abundance,2834_Abundance,2836_Abundance,2837_Abundance,2839_Abundance,2840_Abundance,2841_Abundance,2842_Abundance,2845_Abundance,2846_Abundance,2847_Abundance,2850_Abundance,2853_Abundance,2854_Abundance,2855_Abundance,2857_Abundance,2858_Abundance,2859_Abundance,2862_Abundance,2866_Abundance,2867_Abundance,2870_Abundance,2871_Abundance,2872_Abundance
PWY-7953: UDP-N-acetylmuramoyl-pentapeptide biosynthesis III (meso-diaminopimelate containing),0.000129741,1.37049e-05,8.63927e-05,0.00010493,0.000162917,0.000238442,0.000103525,0.000184632,0.000109672,0.000113928,4.6324e-05,1.94007e-05,0.000105746,0.000279098,0.000106036,0.000122815,0.0,6.91276e-05,4.90694e-05,0.0,7.49491e-05,6.74537e-05,5.88888e-05,0.000146786,0.000208464,6.73633e-05,3.97233e-05,1.02193e-05,9.33128e-05
PWY-7977: L-methionine biosynthesis IV,6.49804e-05,0.0,3.48266e-05,0.0,7.22962e-05,9.1125e-05,1.55749e-05,2.53647e-05,1.2933e-05,7.25759e-05,0.0,0.0,2.85604e-05,6.78408e-05,7.43874e-05,0.0,0.0,0.0,6.41202e-05,0.0,0.0,4.00991e-05,2.059e-05,3.19895e-05,3.90807e-05,0.0,0.0,0.0,5.25491e-05
PWY-7992: superpathway of menaquinol-8 biosynthesis III,2.1602e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-8004: Entner-Doudoroff pathway I,0.0,0.0,0.0,2.89338e-05,2.59343e-05,0.0,7.4507e-05,4.15489e-05,8.0399e-05,0.0,0.0,0.0,7.99121e-05,0.0,0.0,0.0,0.0,3.09268e-05,2.79906e-05,1.74009e-05,1.17815e-05,0.0,0.0,0.0,4.16319e-05,0.0,0.0,4.48844e-05,3.50961e-05
PWY-801: homocysteine and cysteine interconversion,0.0,0.0,0.0,0.0,4.52261e-06,3.27488e-06,0.0,0.0,8.28254e-06,0.0,0.0,0.0,0.0,1.70062e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-8073: lipid IVA biosynthesis (P. putida),0.0,0.0,0.0,0.0,1.4266e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.58929e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-8131: 5'-deoxyadenosine degradation II,0.0,0.0,8.91226e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67091e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.01345e-06,0.0,0.0,0.0,0.0,0.0,7.15542e-06
PWY-8178: pentose phosphate pathway (non-oxidative branch) II,0.000102704,2.41815e-05,5.00021e-05,0.0,9.06081e-05,0.00014627,7.12509e-05,1.43101e-05,0.0,8.128e-06,7.12991e-05,0.0,1.52293e-05,4.47637e-05,3.97464e-05,0.0,9.29924e-06,2.96227e-05,5.05594e-05,7.76034e-06,1.84862e-05,7.20923e-05,6.63852e-05,7.01512e-05,6.6667e-05,1.14863e-05,0.0,0.0,5.35204e-05
PWY-8187: L-arginine degradation XIII (reductive Stickland reaction),1.89733e-05,1.07176e-05,6.91393e-05,8.87954e-05,0.000116506,0.000138565,4.76794e-05,6.50834e-05,9.74583e-05,8.89401e-05,0.000123407,2.15721e-05,7.8299e-05,0.000103653,2.76428e-05,0.000106601,3.6095e-05,3.56208e-05,4.19277e-05,0.0,5.00661e-05,2.93824e-05,9.23837e-06,3.12418e-05,0.00010341,6.32404e-05,0.0,9.6192e-05,2.66565e-05
PWY-841: superpathway of purine nucleotides de novo biosynthesis I,0.000135063,6.80491e-05,8.64995e-05,0.0,3.03859e-05,2.34432e-05,5.04192e-05,3.26771e-05,0.0,7.67351e-05,0.0,0.0,0.0,6.75673e-05,8.08643e-05,0.0,0.0,8.65154e-05,0.0,0.0,7.27593e-05,7.52725e-05,4.9401e-05,6.02808e-05,6.33968e-05,0.00015955,0.0,6.53955e-05,8.30612e-05
PWY-922: mevalonate pathway I (eukaryotes and bacteria),0.0,8.75299e-06,0.0,0.0,0.0,0.0,1.32262e-05,0.0,0.0,0.0,0.0,0.0,1.1583e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY-I9: L-cysteine biosynthesis VI (from L-methionine),0.0,5.64426e-05,1.4618e-05,0.0,1.97921e-05,1.17573e-05,2.19968e-06,0.0,2.84246e-05,1.0643e-05,0.0,0.0,8.9333e-05,3.26835e-05,1.70526e-05,0.0,0.0,0.0,0.0,4.57599e-05,8.91136e-06,0.0,6.28603e-06,0.0,0.0,0.0,0.0,1.77904e-05,0.0
PWY0-1061: superpathway of L-alanine biosynthesis,0.0,0.0,1.29926e-05,3.99938e-05,2.26045e-05,2.46601e-05,1.44873e-05,0.0,0.0,5.92019e-05,0.0,0.0,1.38675e-05,0.0,0.0,0.0,0.0,1.92648e-05,0.0,5.60764e-06,0.0,0.0,3.08128e-05,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-1241: ADP-L-glycero-&beta;-D-manno-heptose biosynthesis,6.76822e-05,0.0,0.0,0.0,0.0,3.50426e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.86147e-05,2.11803e-05,0.0,0.0,2.84983e-05,0.0,0.0,0.0,3.59126e-05,3.80198e-06,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-1261: anhydromuropeptides recycling I,0.0,0.0,0.0,0.0,1.15619e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-1296: purine ribonucleosides degradation,0.000106814,1.56846e-05,1.57446e-05,8.34132e-05,8.3594e-05,0.000201655,0.0001029,7.26443e-05,8.42275e-05,0.000191813,0.0,4.96172e-05,6.65e-05,0.000127947,5.34608e-05,1.78922e-05,1.6753e-05,2.25477e-05,8.36456e-05,2.45975e-05,2.92796e-05,6.2272e-05,5.79664e-05,0.000138318,6.3165e-05,3.56606e-05,0.0,3.76704e-05,6.76958e-05
PWY0-1297: superpathway of purine deoxyribonucleosides degradation,0.0,1.87419e-05,1.41183e-05,6.95416e-05,7.59712e-05,5.79463e-05,1.65159e-05,5.48156e-05,1.23326e-05,0.000112837,0.0,1.29638e-05,5.17102e-05,0.000108032,2.94093e-05,2.28876e-05,1.87241e-05,1.90276e-05,3.5827e-05,2.90326e-05,3.01117e-05,9.8219e-06,4.2768e-05,6.81992e-05,6.24322e-05,3.29952e-05,0.0,4.76916e-05,0.0
PWY0-1298: superpathway of pyrimidine deoxyribonucleosides degradation,0.0,3.00293e-05,0.0,0.0,1.57015e-05,1.44738e-05,3.98123e-06,6.62423e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.95703e-05,0.0,0.0,1.87022e-05,0.0,0.0,1.77769e-05,7.04916e-06,9.14534e-06,4.20426e-05,5.24572e-05,0.0,0.0,0.0,0.0
PWY0-1319: CDP-diacylglycerol biosynthesis II,8.83635e-05,8.79585e-05,4.09996e-05,6.75436e-05,0.000119856,0.000168961,4.35096e-05,0.000117215,7.67511e-05,0.000138963,8.06819e-05,5.33947e-05,3.38208e-05,0.000185539,7.03517e-05,4.31844e-05,2.80176e-05,5.63589e-05,7.15395e-05,1.74621e-05,4.14974e-05,6.78011e-05,7.76729e-05,3.7649e-05,0.000111116,9.56961e-05,0.0,6.88142e-05,4.94443e-05
PWY0-1477: ethanolamine utilization,0.0,6.03879e-05,6.92347e-06,1.64222e-05,4.66185e-05,3.77062e-05,1.17087e-05,4.17849e-05,1.40316e-05,6.90022e-06,0.0,0.0,4.58796e-05,7.96494e-05,7.5527e-06,4.00995e-05,7.31145e-06,7.85473e-06,1.19714e-05,3.67301e-06,5.416e-06,0.0,2.36126e-05,0.0,5.83418e-05,9.8953e-06,1.3785e-05,5.25046e-05,1.1153e-05
PWY0-1479: tRNA processing,0.0,0.0,0.0,0.0,3.66713e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.07408e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing),1.16899e-05,3.86762e-05,3.05838e-05,1.13986e-05,0.000151802,4.90715e-05,5.09759e-05,0.000136174,4.08502e-05,5.12748e-05,0.0,1.06773e-05,9.50061e-05,0.000123217,6.65456e-05,2.59861e-05,3.39582e-06,1.32557e-05,3.70198e-05,0.0,0.0,4.16463e-05,2.20265e-05,3.54638e-05,4.87354e-05,0.0,0.0,3.66259e-05,0.0
PWY0-162: superpathway of pyrimidine ribonucleotides de novo biosynthesis,0.0,0.0,0.0,0.0,0.0,1.55146e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71337e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-166: superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),0.0,0.0,2.64675e-05,0.0,1.7061e-05,9.31165e-06,2.07477e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"PWY0-301: L-ascorbate degradation I (bacterial, anaerobic)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92256e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-42: 2-methylcitrate cycle I,0.0,0.0,0.0,0.0,4.81629e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-845: superpathway of pyridoxal 5'-phosphate biosynthesis and salvage,0.0,0.0,0.0,0.0,1.47485e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY0-862: (5Z)-dodecenoate biosynthesis I,1.20147e-05,0.0,0.0,0.0,5.59063e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.29694e-05,0.0,0.0,0.0,0.0,2.56933e-05,0.0,0.0,0.0,0.0,3.52931e-05,1.74354e-05,0.0,0.0,0.0
PWY1ZNC-1: assimilatory sulfate reduction IV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75977e-06,0.0,0.0,0.0,0.0,0.0,0.0
PWY3O-4107: NAD salvage pathway V (PNC V cycle),0.0,0.0,0.0,0.0,7.7528e-06,0.0,9.16498e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.30451e-05,0.0,1.57648e-05,0.0,0.0,0.0,0.0
PWY4FS-7: phosphatidylglycerol biosynthesis I (plastidic),2.22752e-05,1.88897e-05,1.00837e-05,7.44214e-05,3.9761e-05,8.20037e-06,3.34831e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23213e-05,0.0,2.29461e-05,1.64047e-05,0.0,1.59828e-05,0.0,0.0,1.27618e-05,0.0,3.10478e-05,3.73706e-05,0.0,0.0,1.58894e-05
PWY4FS-8: phosphatidylglycerol biosynthesis II (non-plastidic),2.22752e-05,1.88897e-05,1.00837e-05,7.44214e-05,3.9761e-05,8.20037e-06,3.34831e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23213e-05,0.0,2.29461e-05,1.64047e-05,0.0,1.59828e-05,0.0,0.0,1.27618e-05,0.0,3.10478e-05,3.73706e-05,0.0,0.0,1.58894e-05
PWY4LZ-257: superpathway of fermentation (Chlamydomonas reinhardtii),0.0,0.0,0.0,0.0,3.81775e-05,4.22077e-05,1.37378e-05,0.0,0.0,1.55001e-05,0.0,0.0,0.0,6.11753e-05,0.0,0.0,0.0,1.07964e-05,0.0,0.0,0.0,0.0,7.31232e-06,0.0,9.19955e-06,0.0,0.0,0.0,0.0
PWY66-389: phytol degradation,0.0,0.0,0.0,0.0,0.0,0.0,2.84772e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY66-399: gluconeogenesis III,0.0,0.0,0.0,0.0,0.0,2.60243e-05,0.0,0.0,0.0,5.72474e-05,0.0,0.0,0.0,9.02738e-06,0.0,0.0,0.0,2.87e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PWY66-409: superpathway of purine nucleotide salvage,0.0,0.0,0.0,0.0,2.50266e-05,0.0,0.0,2.81682e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98146e-05,0.0,0.0,0.0,0.0
PWY66-429: fatty acid biosynthesis initiation (mitochondria),3.63875e-05,0.000367261,0.00010033,0.000173552,0.000268276,0.000130401,4.51615e-05,9.24443e-05,0.000104821,5.82454e-05,0.000380495,0.000238788,0.000152988,0.000191537,0.0,0.000160783,8.20416e-05,0.000124117,5.29876e-05,0.000169834,0.000140853,2.96773e-05,7.08352e-05,0.000171799,0.000141522,0.000209839,6.79947e-05,0.000187398,9.66767e-05
PYRIDNUCSAL-PWY: NAD salvage pathway I (PNC VI cycle),0.0,0.0,0.0,0.0,6.43421e-06,0.0,1.16805e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44806e-05,0.0,2.11142e-05,0.0,0.0,0.0,0.0
PYRIDNUCSYN-PWY: NAD de novo biosynthesis I (from aspartate),3.77311e-05,0.0,4.33087e-05,0.0,0.000116325,8.84251e-05,2.7761e-05,5.25848e-05,1.41089e-05,5.13289e-05,0.0,1.12886e-05,0.0,9.58692e-05,3.74721e-05,0.0,0.0,0.0,3.15538e-05,7.63964e-06,3.7066e-05,1.33433e-05,1.66701e-05,0.0,5.32621e-05,0.0,0.0,0.0,1.78566e-05
PYRIDOXSYN-PWY: pyridoxal 5'-phosphate biosynthesis I,0.0,0.0,0.0,0.0,7.12318e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHAMCAT-PWY: L-rhamnose degradation I,8.30428e-05,0.0,6.56524e-06,5.17955e-05,4.95434e-05,4.8869e-05,1.90431e-05,5.81552e-05,0.0,0.000143495,0.0,0.0,6.16736e-05,0.000147052,2.22539e-05,0.0,0.0,0.0,3.41304e-05,0.0,1.45636e-05,0.0,0.0,0.0,4.65754e-05,0.0,0.0,1.03111e-05,1.01316e-05
RIBOSYN2-PWY: flavin biosynthesis I (bacteria and plants),0.0,0.000105947,0.0,0.0,7.03431e-05,1.66263e-05,2.10922e-05,6.85252e-05,2.45756e-05,0.0,0.0,0.0,7.61098e-05,4.00157e-05,4.09716e-05,5.02792e-05,0.0,0.0,2.65526e-05,0.0,5.31175e-05,0.0,2.42658e-05,0.000106963,3.63144e-05,0.0,0.0,0.0,6.06473e-05
SALVADEHYPOX-PWY: adenosine nucleotides degradation II,2.13756e-05,0.0,0.0,0.0,3.36841e-05,5.71807e-06,0.0,0.0,0.0,2.35154e-05,0.0,0.0,0.0,3.09485e-06,1.74368e-05,0.0,0.0,0.0,1.12874e-05,0.0,0.0,2.22278e-05,0.0,0.0,1.62639e-05,0.0,0.0,0.0,0.0
SER-GLYSYN-PWY: superpathway of L-serine and glycine biosynthesis I,0.000135485,2.1624e-05,3.50074e-05,7.46076e-06,7.41503e-05,0.000100274,1.83228e-05,7.48168e-05,1.73169e-05,1.26962e-05,3.92398e-05,0.0,3.15364e-05,5.51311e-05,7.50683e-05,9.73789e-06,3.10566e-06,2.71713e-05,2.31367e-05,2.87033e-06,2.40047e-05,5.12161e-05,3.92029e-05,4.44635e-05,0.000126316,1.0298e-05,1.98834e-05,8.37865e-06,7.31053e-05
SO4ASSIM-PWY: assimilatory sulfate reduction I,0.0,0.0,0.0,0.0,1.49709e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75977e-06,0.0,0.0,0.0,0.0,0.0,0.0
SULFATE-CYS-PWY: superpathway of sulfate assimilation and cysteine biosynthesis,0.0,0.0,0.0,0.0,2.44978e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THISYN-PWY: superpathway of thiamine diphosphate biosynthesis I,4.9604e-05,6.68524e-06,3.24725e-05,0.0,3.99573e-05,7.06641e-05,2.40948e-05,7.76187e-05,0.0,6.68542e-05,0.0,0.0,0.0,0.000109776,4.8809e-05,0.0,0.0,2.34011e-05,1.48968e-05,0.0,0.0,5.02523e-05,2.43161e-05,0.0,5.68648e-05,0.0,0.0,0.0,1.1295e-05
THISYNARA-PWY: superpathway of thiamine diphosphate biosynthesis III (eukaryotes),0.0,0.0,0.0,0.0,0.0,4.93241e-06,2.75732e-05,1.77792e-05,7.74032e-06,0.0,0.0,0.0,1.62225e-05,5.83353e-05,2.85689e-05,1.61546e-05,7.7345e-06,1.57077e-05,0.0,0.0,0.0,4.7559e-05,2.52052e-05,3.36966e-05,0.0,0.0,0.0,6.41931e-05,1.46969e-05
THRESYN-PWY: superpathway of L-threonine biosynthesis,4.52345e-05,0.000200552,7.79536e-05,6.86956e-05,0.000167749,0.00011973,4.37565e-05,7.08916e-05,6.63439e-05,0.000135377,7.55941e-05,0.000149329,5.48316e-05,0.000144862,5.20717e-05,0.000140303,6.31343e-05,5.94737e-05,2.04123e-05,0.000147291,7.57233e-05,2.57568e-05,7.03472e-05,8.80184e-05,0.000179181,0.000145442,3.41045e-05,8.0296e-05,6.71029e-05
TRNA-CHARGING-PWY: tRNA charging,0.000151488,0.000498739,0.0001717,0.000251502,0.000316659,0.000374667,0.000144845,0.000219249,0.000164015,0.000331262,0.00060203,0.000317729,0.000223585,0.000383854,0.000126937,0.000329995,8.27318e-05,0.000125121,0.000125412,0.000247439,0.000196716,9.30703e-05,0.000146896,0.000238869,0.000311647,0.000314459,9.85676e-05,0.000297589,0.000164206
TRPSYN-PWY: L-tryptophan biosynthesis,0.000102478,0.0,1.25887e-05,0.0,6.64258e-05,8.24453e-05,1.2863e-05,2.86354e-05,0.0,2.0317e-05,0.0,0.0,0.0,1.74302e-05,0.0,0.0,0.0,2.01301e-05,1.20507e-05,0.0,0.0,0.0,1.87609e-05,0.0,6.61403e-05,0.0,0.0,0.0,2.6073e-05
UDPNACETYLGALSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis II,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05183e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UDPNAGSYN-PWY: UDP-N-acetyl-D-glucosamine biosynthesis I,0.000151288,0.000481263,0.00016814,0.000297476,0.00031629,0.000249975,0.000114079,0.000145167,0.000174359,0.000193105,0.000671013,0.000321697,0.000238599,0.000331902,9.87367e-05,0.000326659,8.0751e-05,0.00012645,9.30334e-05,0.000342628,0.000162941,6.91655e-05,0.000154047,0.000249794,0.000325474,0.000312194,9.62523e-05,0.000304944,0.000171797
VALSYN-PWY: L-valine biosynthesis,0.000142731,4.32748e-05,8.5694e-05,9.24223e-05,0.000196323,0.000239562,0.000114637,0.00022612,0.000123196,0.000229968,8.05242e-05,5.78608e-05,6.41433e-05,0.00027346,0.000157926,3.9774e-05,0.0,9.43158e-05,7.40605e-05,4.88463e-05,8.99832e-05,0.000154983,6.61506e-05,0.000114086,0.000134494,0.00010185,0.0,0.000121032,0.000119595
